model,train_accuracy,val_accuracy,test_accuracy,train_f1,val_f1,test_f1,train_time,n_features,n_train_samples
"SVM (RBF, C=10)",0.9737704918032787,0.8586387434554974,0.9214659685863874,0.9737858478414017,0.8603351564084549,0.9205036793272087,0.1627805233001709,19,1525
